layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
201,NonDynamicallyQuantizableLinear,0.04841688955952095,1024,1024,1.0,3.722696093271955,0.9315614301847572,0.9616509936671426,True,1.779255747795105,dense,1.9176709751229382,2.2970267572495624,0.2502383774674415,backbone.layers.6.attn.out_proj,1024,198.16491131184247,1024,118,0,1,0.25064449157170876,1.779255747795105,111.3751699593569,success,1.3338874578475952,0.00028180386289022863,,3,1.779255747795105,0.48710259795188904
204,Linear,0.02290378442415264,1024,4096,4.0,4.0941606046941414,4.974932951205414,0.9914692844498486,True,16.410768508911133,dense,5.097253588597768,2.9693871595384715,1.215128919344646,backbone.layers.6.mlp.c_fc,1024,931.9382982328534,1024,123,0,1,0.2789910662036928,16.410768508911133,56.788217914767735,success,4.051020622253418,0.1336742639541626,,0,16.410768508911133,1.931128740310669
206,Linear,0.019009762906583516,1024,4096,4.0,3.9311745359833155,3.48527184274963,0.9954793295419351,True,7.701452732086182,dense,3.9043030690823337,2.8215951003006494,0.8865726542659977,backbone.layers.6.mlp.c_proj,1024,663.1245404870715,1024,107,0,1,0.28336733796965624,7.701452732086182,86.10382528536837,success,2.77514910697937,0.05381482094526291,,0,7.701452732086182,1.4401777982711792
211,Linear,0.1240221466042406,512,1024,2.0,7.479860417908394,0.550100619191934,0.9866521462070253,True,1.1845250129699707,dense,1.769829638428241,2.3103512847674543,0.07354423591580331,backbone.layers.7.tada.tada_pre_proj,512,204.3390099182725,512,60,0,1,0.8365463828102614,1.1845250129699707,172.50712959275666,success,1.0883588790893555,0.1879713535308838,under-trained,0,1.1845250129699707,0.8099753856658936
212,TAdaConv2dV2,0.05202323174409426,1,1,1.0,6.550136983618094,-15.316220155376973,1.0056816430131676,True,0.00458875298500061,conv2d,-14.755603416887029,-0.06037777229682154,-2.338305319977715,backbone.layers.7.tada.tadaconv,1536,0.8702063091962582,1536,54,0,512,0.7552779784674494,0.00458875298500061,189.63895246502193,success,0.06774033606052399,0.02168775163590908,under-trained,46,0.00458875298500061,0.002143815392628312
228,Linear,0.03995781761407746,512,1024,2.0,2.7625944602798356,-3.7102892623166617,0.9060608805033912,True,0.045389436185359955,dense,-3.070370862201749,0.15261645210831645,-1.3430452119059233,backbone.layers.7.tada.tada_proj,512,1.4210732096107677,512,56,0,1,0.23553659222117412,0.045389436185359955,31.308456967992143,success,0.21304796636104584,0.009480232372879982,,0,0.045389436185359955,0.006242902018129826
230,NonDynamicallyQuantizableLinear,0.05003003600537259,1024,1024,1.0,4.650298778468514,1.3472930880990523,0.9551135981560275,True,1.9485961198806763,dense,2.138213391443225,2.3054919791166797,0.28972183343083113,backbone.layers.7.attn.out_proj,1024,202.06541126589255,1024,51,1,1,0.5111440680241232,1.9485961198806763,103.6979439732571,success,1.395921230316162,6.364825094351545e-05,,2,1.9485961198806763,0.7895282506942749
233,Linear,0.025295772975152397,1024,4096,4.0,4.017913332652769,4.973041613904028,0.9980131105995254,True,17.286914825439453,dense,5.061469482820314,2.9786144312263394,1.2377174921840959,backbone.layers.7.mlp.c_fc,1024,951.9506422951818,1024,105,0,1,0.29451818414881886,17.286914825439453,55.06770015979309,success,4.1577534675598145,0.14546670019626617,,0,17.286914825439453,1.9944871664047241
235,Linear,0.036386337710892114,1024,4096,4.0,4.2119759761908755,2.873591518312503,1.0054856348166872,True,4.8110857009887695,dense,3.770734914232229,2.8466986533025778,0.682243093160102,backbone.layers.7.mlp.c_proj,1024,702.5846437972505,1024,89,0,1,0.3404687725393687,4.8110857009887695,146.0345309693519,success,2.1934187412261963,0.053515419363975525,,0,4.8110857009887695,1.5797741413116455
240,Linear,0.08151059454086151,512,1024,2.0,18.920091407619868,2.4037417018445764,0.9862705558960229,True,1.3398218154907227,dense,2.5527747046407665,2.3083345104757633,0.1270470448613422,backbone.layers.8.tada.tada_pre_proj,512,203.3923014253378,512,10,0,1,5.666830472649163,1.3398218154907227,151.80548568008157,success,1.1575067043304443,0.18602971732616425,under-trained,0,1.3398218154907227,1.0723477602005005
